Id,SalePrice
1461,116162.7706
1462,171184.1481
1463,187646.5507
1464,200405.3397
1465,204896.7295
1466,171490.673
1467,178749.8175
1468,161417.4543
1469,205522.6931
1470,114628.0241
1471,171460.3874
1472,90930.36663
1473,85433.29691
1474,141882.0421
1475,104171.8657
1476,377372.4911
1477,262679.394
1478,315008.5235
1479,304534.3495
1480,463618.4093
1481,312762.3091
1482,222496.5891
1483,173044.7223
1484,160872.8775
1485,179383.2327
1486,192613.9893
1487,322005.7644
1488,220146.5858
1489,199057.0446
1490,240607.6614
1491,191622.1333
1492,105651.2777
1493,219148.9909
1494,293268.7438
1495,282595.6257
1496,231087.9369
1497,181316.3389
1498,157211.6367
1499,159876.8437
1500,156244.1455
1501,178682.3682
1502,144192.2574
1503,280453.3466
1504,230212.0984
1505,216837.0611
1506,198480.4889
1507,252721.2843
1508,198479.17
1509,160724.0067
1510,150548.2931
1511,148590.965
1512,183598.0327
1513,158700.3709
1514,143670.3249
1515,209841.4529
1516,168258.4896
1517,186669.8116
1518,125288.3788
1519,216844.5352
1520,124362.7287
1521,132158.7996
1522,191356.1759
1523,113897.2636
1524,122603.1904
1525,120163.182
1526,92746.86735
1527,105077.0829
1528,140217.356
1529,138019.5319
1530,203430.2429
1531,111424.0081
1532,96125.04141
1533,148058.2465
1534,119895.0409
1535,159496.8759
1536,102900.284
1537,45396.62332
1538,160607.975
1539,204523.647
1540,112723.7459
1541,136185.1315
1542,140789.8253
1543,201340.6246
1544,73519.47375
1545,105656.9316
1546,129318.3125
1547,121160.5677
1548,135591.0558
1549,114197.4359
1550,131016.1872
1551,107161.1532
1552,158068.0745
1553,151997.6705
1554,122579.4736
1555,168281.1098
1556,71627.879
1557,117459.8599
1558,112116.7079
1559,72124.26068
1560,126535.0881
1561,141756.2788
1562,122357.7168
1563,123636.0641
1564,160619.7389
1565,155138.1305
1566,242087.004
1567,70228.41881
1568,228334.5733
1569,133400.4685
1570,145948.0619
1571,110957.2671
1572,146696.4846
1573,273059.2503
1574,142785.8186
1575,244814.4358
1576,245545.5825
1577,187032.3331
1578,154701.9661
1579,143943.3802
1580,193775.588
1581,156053.4488
1582,117733.0292
1583,275228.8797
1584,217188.4232
1585,133707.1515
1586,60828.83209
1587,101355.7681
1588,165599.6374
1589,114246.756
1590,131349.2274
1591,97565.98869
1592,131118.0111
1593,123430.48
1594,136185.3695
1595,115676.6771
1596,207442.4337
1597,182318.581
1598,195989.0761
1599,187240.2702
1600,165110.12
1601,41952.31842
1602,123156.8352
1603,59519.77275
1604,261598.0806
1605,237316.0599
1606,166088.2327
1607,175586.1799
1608,203416.2514
1609,192404.3847
1610,149700.6132
1611,146842.7535
1612,186989.1891
1613,172753.478
1614,137456.2427
1615,92360.45845
1616,66094.25072
1617,86417.50293
1618,124792.1499
1619,154642.7073
1620,186853.1127
1621,140131.26
1622,143609.7794
1623,265223.7761
1624,220096.2396
1625,115827.7122
1626,172884.1639
1627,191151.7241
1628,272766.7084
1629,179993.5738
1630,346567.2692
1631,221600.418
1632,242539.6327
1633,170480.1323
1634,187701.5325
1635,173947.3357
1636,151943.3277
1637,205658.9061
1638,202198.779
1639,197206.4703
1640,252549.8159
1641,188234.4619
1642,243858.2915
1643,223902.7171
1644,228635.3553
1645,224239.6559
1646,162355.3244
1647,158138.7263
1648,132157.5365
1649,137526.2103
1650,111008.0928
1651,117616.0623
1652,90599.41987
1653,92008.87311
1654,140105.5306
1655,123414.1789
1656,138515.5829
1657,143383.2067
1658,140746.8443
1659,115073.4682
1660,155598.4587
1661,427657.3681
1662,387929.7856
1663,374353.8563
1664,469700.778
1665,331126.1722
1666,315471.8634
1667,371217.6918
1668,362773.2763
1669,313490.5678
1670,349306.1362
1671,263140.1556
1672,390546.608
1673,286043.0775
1674,247609.5802
1675,212114.7108
1676,218289.5351
1677,230590.7626
1678,459739.0974
1679,372880.3304
1680,348983.9923
1681,287605.2838
1682,315234.6918
1683,208701.4059
1684,177977.1852
1685,168191.3507
1686,165904.7172
1687,160131.6355
1688,187768.4247
1689,187610.6174
1690,192457.3653
1691,180774.3525
1692,253589.3934
1693,167385.7998
1694,184558.8543
1695,166314.9818
1696,268260.3461
1697,170319.335
1698,326234.0204
1699,307873.188
1700,266500.976
1701,277305.7525
1702,236631.4936
1703,229798.9237
1704,254404.5524
1705,231098.8899
1706,413995.7839
1707,223163.5764
1708,192090.2427
1709,237002.8929
1710,219931.2718
1711,262384.8533
1712,249398.5507
1713,266936.8441
1714,220233.4996
1715,201487.4956
1716,177204.8641
1717,169914.0671
1718,138836.6696
1719,215291.5923
1720,232957.4392
1721,160732.6952
1722,126366.9104
1723,159367.2102
1724,215891.8758
1725,236718.0386
1726,190506.7629
1727,150647.1107
1728,184910.0345
1729,173300.7996
1730,164746.4257
1731,110597.7565
1732,127227.7613
1733,114644.7758
1734,118121.211
1735,123190.2742
1736,97671.55696
1737,285494.3376
1738,264710.2017
1739,251809.2141
1740,226478.3438
1741,195511.1503
1742,172971.5525
1743,168165.5372
1744,329906.1233
1745,203062.846
1746,197552.6087
1747,238152.1214
1748,241952.5207
1749,143133.4144
1750,128142.0626
1751,249971.752
1752,115191.7919
1753,158409.21
1754,198092.2344
1755,167276.8859
1756,134849.1845
1757,114945.3814
1758,148456.3137
1759,161386.4509
1760,159930.3509
1761,157353.0724
1762,187289.0941
1763,184724.2694
1764,116238.6369
1765,189366.9152
1766,193691.1039
1767,228608.2439
1768,143089.3063
1769,173493.8894
1770,146071.6484
1771,107992.2259
1772,136866.2829
1773,128318.9105
1774,152532.1557
1775,142373.9611
1776,132153.1843
1777,105226.5499
1778,148237.6355
1779,127866.5632
1780,177724.405
1781,128212.9384
1782,79573.18445
1783,145474.7738
1784,104267.4238
1785,142229.5842
1786,119998.0485
1787,173482.0216
1788,45332.22844
1789,108836.9637
1790,78693.45185
1791,199892.4585
1792,168565.6564
1793,115721.854
1794,163539.0029
1795,142522.5916
1796,154628.4196
1797,123100.4739
1798,112942.7493
1799,102520.3968
1800,112970.2498
1801,130858.1195
1802,121279.8987
1803,160943.7541
1804,138896.662
1805,137192.5549
1806,128050.6416
1807,144466.2659
1808,124707.2303
1809,127033.4216
1810,141745.4832
1811,70701.32007
1812,104496.4463
1813,127740.4679
1814,81574.83246
1815,42097.85777
1816,96469.35994
1817,109542.405
1818,178469.5461
1819,141444.4843
1820,44749.54413
1821,113750.7026
1822,147760.3118
1823,30491.59307
1824,141327.7297
1825,146493.7865
1826,91502.86494
1827,88055.74888
1828,134131.8179
1829,133219.6214
1830,151974.71
1831,152561.3511
1832,71986.3759
1833,142369.2828
1834,124083.0968
1835,131891.4127
1836,146532.8122
1837,60486.78189
1838,123844.4995
1839,100568.0074
1840,158796.69
1841,145728.4016
1842,88758.6779
1843,132132.1318
1844,145647.1796
1845,139609.7943
1846,145008.1826
1847,169227.171
1848,22121.30117
1849,123777.6237
1850,123715.4765
1851,162805.7367
1852,122785.2237
1853,131225.7262
1854,165300.9786
1855,150520.1745
1856,224417.8652
1857,149912.0885
1858,140962.8569
1859,114385.5924
1860,142327.5803
1861,113203.6702
1862,288927.6177
1863,278195.0247
1864,278225.2288
1865,364857.0276
1866,338825.7002
1867,209572.5463
1868,281134.5623
1869,201768.4159
1870,212824.5618
1871,257953.7643
1872,167131.1854
1873,246812.0684
1874,153733.0141
1875,206271.6472
1876,206206.5878
1877,208421.9392
1878,204913.0803
1879,132128.2043
1880,128105.4198
1881,236280.7127
1882,232809.8412
1883,188809.1805
1884,204209.8167
1885,230283.6467
1886,281607.09
1887,209629.114
1888,247778.4782
1889,167042.5092
1890,120329.8479
1891,142296.8822
1892,109129.5741
1893,132512.7156
1894,120918.841
1895,147208.0349
1896,135657.4941
1897,109337.2259
1898,116214.1418
1899,147344.2666
1900,138311.1983
1901,175667.4252
1902,157997.5657
1903,210460.7227
1904,135465.0766
1905,185649.8672
1906,139188.0556
1907,230347.6697
1908,104698.0873
1909,126802.5761
1910,116277.0424
1911,207081.8431
1912,294341.5821
1913,153709.3637
1914,59924.55077
1915,329430.2178
1916,43819.72474
1917,232143.1199
1918,140539.3906
1919,180675.4529
1920,167174.1273
1921,377238.1385
1922,334196.2601
1923,238148.9569
1924,222738.7563
1925,200179.0611
1926,378257.2161
1927,133522.0495
1928,169722.4344
1929,115801.5486
1930,135580.3695
1931,139318.533
1932,139303.6684
1933,204134.5779
1934,184893.5862
1935,171322.3033
1936,208083.7696
1937,178130.7358
1938,169182.9743
1939,248371.0908
1940,201843.2126
1941,176607.2721
1942,171870.8998
1943,236824.2657
1944,358650.0396
1945,393261.9342
1946,139126.8506
1947,347610.0682
1948,193521.6427
1949,250099.402
1950,187003.1607
1951,254574.596
1952,206501.491
1953,167745.9833
1954,188300.9242
1955,136789.2479
1956,283693.1912
1957,166506.5039
1958,265358.5464
1959,140412.4068
1960,105900.6965
1961,116569.6765
1962,89374.06573
1963,104526.7575
1964,99390.47174
1965,130781.6024
1966,134011.4763
1967,308291.8355
1968,394984.9731
1969,385056.4595
1970,391395.182
1971,443773.3929
1972,357054.5405
1973,287829.6696
1974,338049.8679
1975,475477.8542
1976,270223.9334
1977,344235.2362
1978,340510.5707
1979,332946.5414
1980,218644.9167
1981,359255.9116
1982,222716.7934
1983,211830.5118
1984,202816.0685
1985,226784.5587
1986,204064.1579
1987,202874.6082
1988,171725.377
1989,190973.9621
1990,205678.0672
1991,252323.6601
1992,219367.2067
1993,172264.1174
1994,238172.0417
1995,186355.2423
1996,264879.6756
1997,310946.9029
1998,304153.603
1999,292581.5151
2000,304779.5781
2001,278966.2184
2002,240366.8328
2003,234357.5464
2004,268698.9633
2005,219998.1725
2006,220343.9838
2007,227017.5592
2008,225368.833
2009,200182.6555
2010,188235.8056
2011,147032.8495
2012,164876.4023
2013,181633.9102
2014,185318.4869
2015,209861.2367
